六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main launch
信息: Installing and starting initial bundles
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main launch
信息: All initial bundles installed and set to start
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Trying to lock D:\java-develop\tools\apache-karaf\lock
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Lock acquired
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main$KarafLockCallback lockAquired
信息: Lock acquired. Setting startlevel to 100
2017-06-02T10:00:48,150 | INFO  | FelixStartLevel  | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Creating configuration from jmx.acl.org.apache.karaf.security.jmx.cfg
2017-06-02T10:01:04,086 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Stopping bundles:
2017-06-02T10:01:04,087 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.ops4j.pax.logging.pax-logging-log4j2/1.9.1
2017-06-02T10:01:04,088 | INFO  | pool-3-thread-1  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Unregistering commands for bundle org.apache.karaf.log.core/4.1.1
2017-06-02T10:01:04,557 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.security.jaspi/9.3.14.v20161028
2017-06-02T10:01:04,562 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.felix.scr/2.0.8
2017-06-02T10:01:04,584 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.felix.scr.compat/1.0.4
2017-06-02T10:01:04,589 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.scr.management/4.1.1
2017-06-02T10:01:04,634 | INFO  | pool-3-thread-1  | ScrServiceMBeanImpl              | 63 - org.apache.karaf.scr.management - 4.1.1 | Activating the Apache Karaf SCR Service MBean
2017-06-02T10:01:04,636 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.ops4j.pax.web.pax-web-spi/6.0.3
2017-06-02T10:01:04,639 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.servlet/9.3.14.v20161028
2017-06-02T10:01:04,641 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.xml/9.3.14.v20161028
2017-06-02T10:01:04,644 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.scr.command/4.1.1
2017-06-02T10:01:04,651 | INFO  | pool-3-thread-1  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.scr.command/4.1.1
2017-06-02T10:01:04,652 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.geronimo.specs.geronimo-jta_1.1_spec/1.1.1
2017-06-02T10:01:04,655 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.servlets/9.3.14.v20161028
2017-06-02T10:01:04,657 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.felix.inventory/1.0.4
2017-06-02T10:01:04,664 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.webapp/9.3.14.v20161028
2017-06-02T10:01:04,667 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.plus/9.3.14.v20161028
2017-06-02T10:01:04,669 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.webconsole.gogo/4.1.1
2017-06-02T10:01:04,686 | INFO  | pool-3-thread-1  | GogoPlugin                       | 67 - org.apache.karaf.webconsole.gogo - 4.1.1 | Gogo plugin activated
2017-06-02T10:01:04,687 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.webconsole.http/4.1.1
2017-06-02T10:01:04,696 | INFO  | pool-3-thread-1  | HttpPlugin                       | 68 - org.apache.karaf.webconsole.http - 4.1.1 | Http plugin activated
2017-06-02T10:01:04,697 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.webconsole.features/4.1.1
2017-06-02T10:01:04,704 | INFO  | pool-3-thread-1  | FeaturesPlugin                   | 66 - org.apache.karaf.webconsole.features - 4.1.1 | Features plugin activated
2017-06-02T10:01:04,706 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.continuation/9.3.14.v20161028
2017-06-02T10:01:04,708 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.rewrite/9.3.14.v20161028
2017-06-02T10:01:04,710 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.scr.state/4.1.1
2017-06-02T10:01:04,717 | INFO  | pool-3-thread-1  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.scr.state/4.1.1
2017-06-02T10:01:04,717 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.http.core/4.1.1
2017-06-02T10:01:04,727 | INFO  | pool-3-thread-1  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.http.core/4.1.1
2017-06-02T10:01:04,728 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.util.ajax/9.3.14.v20161028
2017-06-02T10:01:04,730 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   javax.mail/1.4.4
2017-06-02T10:01:04,733 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.eclipse.jetty.jndi/9.3.14.v20161028
2017-06-02T10:01:04,735 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.ops4j.pax.web.pax-web-jetty/6.0.3
2017-06-02T10:01:04,741 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.ops4j.pax.web.pax-web-runtime/6.0.3
2017-06-02T10:01:04,749 | INFO  | pool-3-thread-1  | Activator                        | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | EventAdmin support enabled, servlet events will be postet to topics.
2017-06-02T10:01:04,751 | INFO  | pool-3-thread-1  | Activator                        | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | LogService support enabled, log events will be created.
2017-06-02T10:01:04,752 | INFO  | pool-3-thread-1  | Activator                        | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Pax Web started
2017-06-02T10:01:04,765 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.ops4j.pax.web.pax-web-api/6.0.3
2017-06-02T10:01:04,768 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.webconsole.console/4.1.1
2017-06-02T10:01:04,812 | INFO  | paxweb-config-1-thread-1 | log                              | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Logging initialized @18218ms
2017-06-02T10:01:04,845 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.webconsole.instance/4.1.1
2017-06-02T10:01:04,852 | INFO  | pool-3-thread-1  | InstancePlugin                   | 69 - org.apache.karaf.webconsole.instance - 4.1.1 | Instance plugin activated
2017-06-02T10:01:04,854 | INFO  | pool-3-thread-1  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.webconsole.instance/4.1.1
2017-06-02T10:01:04,854 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.felix.webconsole.plugins.event/1.1.6
2017-06-02T10:01:04,865 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.felix.webconsole.plugins.ds/2.0.6
2017-06-02T10:01:04,876 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Done.
2017-06-02T10:01:04,894 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | No ALPN class available
2017-06-02T10:01:04,894 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | HTTP/2 not available, creating standard ServerConnector for Http
2017-06-02T10:01:04,904 | INFO  | paxweb-config-1-thread-1 | JettyServerImpl                  | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | Pax Web available at [0.0.0.0]:[8181]
2017-06-02T10:01:04,914 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Binding bundle: [org.apache.karaf.webconsole.console [65]] to http service
2017-06-02T10:01:04,974 | INFO  | paxweb-config-1-thread-1 | HttpServiceContext               | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | registering context DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [65], contextID=custom], with context-name: 
2017-06-02T10:01:05,001 | INFO  | paxweb-config-1-thread-1 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [65], contextID=custom]}
2017-06-02T10:01:05,003 | INFO  | paxweb-config-1-thread-1 | Server                           | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | jetty-9.3.14.v20161028
2017-06-02T10:01:05,045 | INFO  | paxweb-config-1-thread-1 | AbstractConnector                | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started default@5cf9b199{HTTP/1.1,[http/1.1]}{0.0.0.0:8181}
2017-06-02T10:01:05,046 | INFO  | paxweb-config-1-thread-1 | Server                           | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started @18452ms
六月 05, 2017 8:21:45 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Trying to lock D:\java-develop\tools\apache-karaf\lock
六月 05, 2017 8:21:45 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Lock acquired
六月 05, 2017 8:21:45 上午 org.apache.karaf.main.Main$KarafLockCallback lockAquired
信息: Lock acquired. Setting startlevel to 100
2017-06-05T08:21:49,324 | INFO  | FelixStartLevel  | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Starting JMX OSGi agent
2017-06-05T08:21:49,339 | INFO  | FelixStartLevel  | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be] for service with service.id [15]
2017-06-05T08:21:49,804 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.bundle.core/4.1.1
2017-06-05T08:21:49,825 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.config.core/4.1.1
2017-06-05T08:21:49,854 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.deployer.kar/4.1.1
2017-06-05T08:21:49,856 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.1.1
2017-06-05T08:21:49,869 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.features.command/4.1.1
2017-06-05T08:21:49,879 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.instance.core/4.1.1
2017-06-05T08:21:49,891 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-05T08:21:49,892 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Updating commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-05T08:21:49,893 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Updating commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-05T08:21:49,897 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.kar.core/4.1.1
2017-06-05T08:21:49,901 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.log.core/4.1.1
2017-06-05T08:21:49,903 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.package.core/4.1.1
2017-06-05T08:21:49,906 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.service.core/4.1.1
2017-06-05T08:21:49,914 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.shell.commands/4.1.1
2017-06-05T08:21:50,589 | INFO  | pool-16-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be
2017-06-05T08:21:50,590 | INFO  | pool-16-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be
2017-06-05T08:21:50,591 | INFO  | pool-16-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be
2017-06-05T08:21:50,592 | INFO  | pool-16-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be
2017-06-05T08:21:50,593 | INFO  | pool-16-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be
2017-06-05T08:21:50,594 | INFO  | pool-16-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=806822b2-e648-4734-9143-985e124f61be
2017-06-05T08:21:51,305 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.1.1. Missing dependencies: [org.apache.sshd.server.SshServer]
2017-06-05T08:21:51,366 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.system.core/4.1.1
2017-06-05T08:21:51,627 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.http.core/4.1.1
2017-06-05T08:21:51,632 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.scr.command/4.1.1
2017-06-05T08:21:52,106 | INFO  | FelixStartLevel  | ScrServiceMBeanImpl              | 63 - org.apache.karaf.scr.management - 4.1.1 | Activating the Apache Karaf SCR Service MBean
2017-06-05T08:21:52,117 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.scr.state/4.1.1
2017-06-05T08:21:52,165 | INFO  | pool-23-thread-1 | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.shell.ssh/4.1.1
2017-06-05T08:21:52,411 | INFO  | FelixStartLevel  | FeaturesPlugin                   | 66 - org.apache.karaf.webconsole.features - 4.1.1 | Features plugin activated
2017-06-05T08:21:52,415 | INFO  | FelixStartLevel  | GogoPlugin                       | 67 - org.apache.karaf.webconsole.gogo - 4.1.1 | Gogo plugin activated
2017-06-05T08:21:52,433 | INFO  | FelixStartLevel  | HttpPlugin                       | 68 - org.apache.karaf.webconsole.http - 4.1.1 | Http plugin activated
2017-06-05T08:21:52,438 | INFO  | FelixStartLevel  | InstancePlugin                   | 69 - org.apache.karaf.webconsole.instance - 4.1.1 | Instance plugin activated
2017-06-05T08:21:52,439 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.webconsole.instance/4.1.1
2017-06-05T08:21:52,582 | INFO  | FelixStartLevel  | Activator                        | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | EventAdmin support enabled, servlet events will be postet to topics.
2017-06-05T08:21:52,583 | INFO  | FelixStartLevel  | Activator                        | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | LogService support enabled, log events will be created.
2017-06-05T08:21:52,585 | INFO  | FelixStartLevel  | Activator                        | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Pax Web started
2017-06-05T08:21:52,648 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.event/4.1.1
2017-06-05T08:21:52,861 | INFO  | paxweb-config-1-thread-1 | log                              | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Logging initialized @12216ms
2017-06-05T08:21:53,194 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | No ALPN class available
2017-06-05T08:21:53,194 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | HTTP/2 not available, creating standard ServerConnector for Http
2017-06-05T08:21:53,242 | INFO  | paxweb-config-1-thread-1 | JettyServerImpl                  | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | Pax Web available at [0.0.0.0]:[8181]
2017-06-05T08:21:53,273 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Binding bundle: [org.apache.karaf.webconsole.console [65]] to http service
2017-06-05T08:21:53,513 | INFO  | paxweb-config-1-thread-1 | HttpServiceContext               | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | registering context DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [65], contextID=custom], with context-name: 
2017-06-05T08:21:53,548 | INFO  | paxweb-config-1-thread-1 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [65], contextID=custom]}
2017-06-05T08:21:53,593 | INFO  | paxweb-config-1-thread-1 | Server                           | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | jetty-9.3.14.v20161028
2017-06-05T08:21:53,675 | INFO  | paxweb-config-1-thread-1 | AbstractConnector                | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started default@1595b708{HTTP/1.1,[http/1.1]}{0.0.0.0:8181}
2017-06-05T08:21:53,675 | INFO  | paxweb-config-1-thread-1 | Server                           | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started @13030ms
2017-06-05T08:21:54,247 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Installing bundle hello / 1.0.0.SNAPSHOT
2017-06-05T08:21:54,288 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Started bundle: file:/D:/java-develop/tools/apache-karaf/deploy/hello-1.0-SNAPSHOT.jar
2017-06-05T08:23:02,296 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Updating bundle hello / 1.0.0.SNAPSHOT
2017-06-05T08:23:02,332 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Started bundle: file:/D:/java-develop/tools/apache-karaf/deploy/hello-1.0-SNAPSHOT.jar
2017-06-05T08:38:37,404 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Installing bundle imp-one / 1.0.0.SNAPSHOT
2017-06-05T08:38:37,444 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Started bundle: file:/D:/java-develop/tools/apache-karaf/deploy/imp-one-1.0-SNAPSHOT.jar
2017-06-05T08:39:12,603 | INFO  | pipe-feature:install webconsole | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | The specified feature: 'webconsole' version '4.1.1' is already installed
2017-06-05T08:39:12,603 | INFO  | pipe-feature:install webconsole | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Adding features: webconsole/[4.1.1,4.1.1]
2017-06-05T08:39:14,041 | INFO  | pool-9-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | No deployment change.
2017-06-05T08:39:14,053 | INFO  | pool-9-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Done.
2017-06-05T08:47:03,475 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Installing bundle client / 1.0.0.SNAPSHOT
2017-06-05T08:47:03,535 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | BlueprintContainerImpl           | 12 - org.apache.aries.blueprint.core - 1.8.0 | Bundle client/1.0.0.SNAPSHOT is waiting for dependencies [(objectClass=com.test.IHelloWorld)]
2017-06-05T08:47:03,536 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Started bundle: file:/D:/java-develop/tools/apache-karaf/deploy/client-1.0-SNAPSHOT.jar
2017-06-05T08:48:14,542 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Updating bundle client / 1.0.0.SNAPSHOT
2017-06-05T08:48:14,543 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T08:48:14,594 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | BlueprintContainerImpl           | 12 - org.apache.aries.blueprint.core - 1.8.0 | Bundle client/1.0.0.SNAPSHOT is waiting for dependencies [(objectClass=com.test.IHelloWorld)]
2017-06-05T08:48:14,595 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Started bundle: file:/D:/java-develop/tools/apache-karaf/deploy/client-1.0-SNAPSHOT.jar
2017-06-05T08:52:06,960 | INFO  | pipe-restart 96  | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T08:52:06,966 | INFO  | pipe-restart 96  | BlueprintContainerImpl           | 12 - org.apache.aries.blueprint.core - 1.8.0 | Bundle client/1.0.0.SNAPSHOT is waiting for dependencies [(objectClass=com.test.IHelloWorld)]
2017-06-05T08:53:22,618 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Updating bundle client / 1.0.0.SNAPSHOT
2017-06-05T08:53:22,618 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T08:53:22,664 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | BlueprintContainerImpl           | 12 - org.apache.aries.blueprint.core - 1.8.0 | Bundle client/1.0.0.SNAPSHOT is waiting for dependencies [(objectClass=com.test.IHelloWorld)]
2017-06-05T08:53:22,665 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Started bundle: file:/D:/java-develop/tools/apache-karaf/deploy/client-1.0-SNAPSHOT.jar
2017-06-05T08:54:00,669 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Updating bundle imp-one / 1.0.0.SNAPSHOT
2017-06-05T08:54:00,669 | INFO  | fileinstall-D:\java-develop\tools\apache-karaf/deploy | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-one/1.0.0.SNAPSHOT
